,name,strasse_nr,bezirk,lat,lng,types,delivery,franchise,food_type,price_lvl,nr_ratings,rating,angebot
239,Eiscafé Malibu,Leonorenstraße 71a,Steglitz-Zehlendorf,52.4388173,13.3441077,"['food', 'point_of_interest', 'store', 'establishment']",False,False,"['kaffee', 'kuchen']",Moderate,420,4.3,"Eis, Kaffee und Kuchen"
1125,Sushi for you,Marienfelder Allee 24a,Tempelhof-Schöneberg,52.4231457,13.3710406,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['japanisch', 'sushi']",Moderate,133,3.9,Japanische Küche sushi
456,Dalmacija Restaurant,Hildburghauserstraße 62,Tempelhof-Schöneberg,52.4151096,13.3467715,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['international'],Moderate,436,4.6,Kroatische/Internationale Küche
268,Restaurant My friends,Lichtenrader Damm 42,Tempelhof-Schöneberg,52.4102006,13.4031921,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['thai', 'sushi', 'asiatisch']",Moderate,298,4.3,Thai China Sushi Asiatisch
117,Meteora,Lichtenrader Damm 26,Tempelhof-Schöneberg,52.4117556,13.4023941,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['griechisch'],Moderate,654,4.4,Griechisches Restaurant
644,Restaurant Yammas,Bahnhofstraße 39,Tempelhof-Schöneberg,52.3865521,13.3990643,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['griechisch'],Inexpensive,249,4.4,Griechische Restaurant
137,Gyros King,Lichtenrader Damm 45a,Tempelhof-Schöneberg,52.41014110000001,13.4040703,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['griechisch'],Inexpensive,258,4.3,Griechische Küche
101,Maras Eis Frühstückshaus,Buckower Damm 106,Neukölln,52.4341798,13.434183,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",False,False,['kaffee'],Inexpensive,556,3.8,"Backwaren,Belegte Brötchen, Kaffee Tee"
48,Ristorante sole d’oro,Johannisthaler Chaussee 398,Neukölln,52.425992,13.4436551,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'pasta', 'salat']",Moderate,590,4.4,Pizza pasta salate
1041,Restaurant Filia,Johannisthaler Chaussee 400,Neukölln,52.42596,13.44336,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['griechisch'],Moderate,545,4.4,mediterrane Küche nach griechischer Art
421,Lee Homemade Dumpling Art,Köpenicker Straße 166,Neukölln,52.41932809999999,13.4984906,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['bowl'],Unknown,20,4.8,"Dumpling, Ramen, Bowl"
705,Ristorante Rigoletto,Neuköllner Straße 235,Neukölln,52.42749,13.48134,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['pizza', 'pasta', 'salat']",Inexpensive,200,4.5,Pizza  Pasta Salat
1204,Trattoria Pane e Vino,Stubenrauchstraße 2,Neukölln,52.4258549,13.4871417,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['pizza', 'pasta', 'salat']",Moderate,374,4.7,"Pizza, Pasta, Salate"
789,Kalle Klein Restaurant I Cafe,Harzer Straße 119,Treptow-Köpenick,52.4896532,13.4404212,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",False,False,"['deutsch', 'italienisch', 'pasta', 'kuchen']",Moderate,485,4.1,"deutsche und italienische Küche, Pasta, Pizzen, Flammkuchen"
302,Desha Lokanta,Elsen Straße 26,Treptow-Köpenick,52.489163,13.454004,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",True,False,"['burger', 'steak', 'pizza', 'pasta']",Inexpensive,643,4.2,"Pizza,Pasta,Burger,Steak"
662,Treptower Klause,Karl-Kunger-Straße 69,Treptow-Köpenick,52.49273799999999,13.445131,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Moderate,89,4.7,Täglich wechselndes Angebot an Mittag- und Abendessen für Selbstabholer
142,McDonald's Treptower Park,Am Treptower Park 14,Treptow-Köpenick,52.491212,13.4578438,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,True,[],Moderate,414,3.3,McDonald's
147,Twins Food & Coffee,Elsenstraße 109,Treptow-Köpenick,52.4901923,13.4560596,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['kuchen', 'salat']",Inexpensive,94,4.6,"Mediterranes Essen, Kuchen, Hausgemachte Pasten, Salate uvm."
1119,passenger coffee GmbH,Elsenstraße 38,Treptow-Köpenick,52.4874747,13.4516993,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",True,False,['kaffee'],Inexpensive,153,4.7,frisch gerösteter Kaffee
171,Wildeküche,Kiefholzstraße 402,Treptow-Köpenick,52.48730219999999,13.4566906,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['vegan', 'regional']",Moderate,115,4.1,"vegan, regional, basisch, Industrie zuckerfrei."
294,Serrano,Ligusterweg 44,Treptow-Köpenick,52.44902009999999,13.473,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['mexikanisch', 'italienisch']",Unknown,37,2.4,Mexikanische und italienische
365,Weindealer Treptow-Köpenick,Schnellerstraße 21 / 1. Etage,Treptow-Köpenick,52.4571617,13.5081888,"['liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",True,False,['kaffee'],Unknown,10,4.9,"Shop für Wein, Sekt, Spirituosen, Präsente, Kaffee, Süßwaren, Essig und Öl etc."
1243,Ristorante Stella del Köp,An der Wuhlheide 232,Treptow-Köpenick,52.4557474,13.5523194,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['pizza', 'pasta', 'salat', 'suppe']",Moderate,428,4.1,"Pizza, Pasta, Salate, Antipasta, Suppen, Hähnchenbrust, Großgarnelen, Lachsfilet"
1187,Kranhaus Cafe Berlin,Paul-Tropp-Straße 11,Treptow-Köpenick,52.4542454,13.5287765,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",False,False,['kuchen'],Moderate,516,4.2,"Specialty Coffee, hausgemachte Kuchen & Quiche, Wraps, Frische Säfte, Alkoholisches und nicht alkoholisches"
1024,Manifattura del Gusto,Rathenaustraße 23,Treptow-Köpenick,52.4599015,13.5289992,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'italienisch', 'pasta']",Moderate,342,4.7,"Pizza und italienische Feinkost, frische Pasta,"
163,Optimahl Catering GmbH,Groß-Berliner Damm 82A,Treptow-Köpenick,52.4428165,13.5191582,"['food', 'point_of_interest', 'establishment']",True,False,[],Unknown,42,4.3,Unsere wöchentlich wechselnden Gerichte findet Ihr auf unserer Website.
618,CurrywurstNr.1,Dörpfeldstraße 1,Treptow-Köpenick,52.43558249999999,13.5420827,"['bakery', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",False,False,[],Unknown,244,4.6,"Currywurst, Mittagstisch,"
1152,Speisemanufaktur Adlershof,Johann-Hittorf-Straße 08,Treptow-Köpenick,52.43182520000001,13.5239566,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['kuchen', 'salat']",Moderate,124,3.9,"täglich wechselndes Speiseangebot, frische Flammkuchen,Salate ,Desserts"
1153,Speisemanufaktur / Bistro,Albert-Einstein-Straße 04,Treptow-Köpenick,52.43132869999999,13.536787,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['kuchen', 'salat']",Moderate,63,4.0,"täglich wechselnde Tagesgerichte,Flammkuchen,Salate, Desserts,Backwaren"
381,Restaurant Meet Saigon,Franz-Ehrlich-Straße 5,Treptow-Köpenick,52.43377950000001,13.5402137,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['sushi'],Moderate,163,4.3,"vietnamesische Spezialitäten, Sushi"
126,Restaurant Athen,Radickestraße 57,Treptow-Köpenick,52.4348744,13.5468892,"['restaurant', 'bakery', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",True,False,['griechisch'],Moderate,694,4.5,griechische Spezialitäten
158,esswirtschaft,Rudower Chaussee 24,Treptow-Köpenick,52.4314119,13.5327406,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,274,4.1,Bistro mir täglich wechselnder Lunchkarte
160,esswirtschaft adlershof,Rudoer Chaussee 24,Treptow-Köpenick,52.4314119,13.5327406,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,274,4.1,Bistro mit täglich wechselndem Lunchangebot
782,Eat Green Berlin,Rudower Chaussee 5b,Treptow-Köpenick,52.4337995,13.5382111,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['vegan', 'vegetarisch', 'suppe', 'salat', 'bowl']",Inexpensive,176,4.5,"gesundes, schnelles Essen, vegan und vegetarische Gerichte,  Smoothies, Suppen, Salate, Bowls, Wraps"
217,Gaststätte Ebel,Semmelweisstraße 1,Treptow-Köpenick,52.4213889,13.5391667,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['deutsch'],Inexpensive,401,4.4,gutbürgerliche deutsche Küche
1100,Zum Bohnsdorfer Eck,Grünbergallee 101,Treptow-Köpenick,52.3997993,13.5462503,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['deutsch'],Inexpensive,407,4.3,Deutsche Tradionelle Küche
591,La Dolce Vita Ristorante,Waltersdorfer Straße 1a,Treptow-Köpenick,52.4048827,13.5732469,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['italienisch'],Moderate,281,4.2,Italienische Küche
599,La dolce Vita,Waltersdorferstraße 1a,Treptow-Köpenick,52.4048827,13.5732469,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'pasta']",Moderate,281,4.2,Pizza Pasta Fleisch und Fischgerichte
314,Mutter Lustig,Müggelheimer Straße 1,Treptow-Köpenick,52.44408800000001,13.574871,"['restaurant', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",True,False,[],Moderate,1099,4.1,Soulfood
925,Duke Bar,Freiheit 15,Treptow-Köpenick,52.4479303,13.5770142,"['bar', 'point_of_interest', 'establishment']",True,False,[],Moderate,148,4.3,"Cocktails, alkoholfreie Cocktails"
1235,Baguette &  Buch,Rudower Straße 1,Treptow-Köpenick,52.4441085,13.5689041,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",False,False,"['suppe', 'kaffee', 'kuchen']",Inexpensive,147,4.8,"ofenfrische Brötchen und Backwaren, frisch belegte Baguettes, täglich hausgemachte Suppen, Kaffeespezialitäten, hausgemachte Kuchen und Torten"
26,Goldgrün,Alt-Müggelheim 1a,Alt-Müggelheim,52.41233920000001,13.6604297,"['cafe', 'food', 'point_of_interest', 'establishment']",True,False,"['pasta', 'suppe']",Unknown,6,4.5,"Pasta, Mittagstisch, Suppen, Wein..."
1223,Restaurant Ehrlich,Josef-nawrocki-straße 16,Treptow-Köpenick,52.44492830000001,13.6259459,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['deutsch'],Moderate,417,4.1,"Deutsche Küche, Imbiss, Snacks, Softeis, Getränke"
176,Restaurant Café Pane Vino,Bölschestraße 26,Treptow-Köpenick,52.4501365,13.6249002,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['pizza', 'salat']",Expensive,224,4.4,Pizza Nudeln Salate Fleisch Fisch
1241,Domaines am Müggelsee,Josef-Nawrocki-Straße 22,Treptow-Köpenick,52.4454183,13.6271182,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Moderate,317,4.5,Sonntagsbrutzelei to go
257,Gasthaus Hahns Mühle,Hahns Mühle 12,Treptow-Köpenick,52.4465101,13.61462,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['deutsch', 'regional']",Moderate,139,4.4,Deutsche regionale Küche zum Mitnehmen
278,Ajad Restaurant,Fürstenwalder Allee 62,Treptow-Köpenick,52.4393548,13.6917822,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['indisch'],Moderate,308,4.5,Indische Gerichte
643,Döner Haus,Alt Kaulsdorf 52,Marzahn-Hellersdorf,52.5048942,13.5888413,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['döner'],Unknown,43,4.7,Döner und Bürger
861,"Restaurant ""Zur S-Bahn Kaulsdorf""",Heinrich-Grüber-Straße 1,Marzahn-Hellersdorf,52.5124647,13.5878597,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['deutsch'],Moderate,1021,4.6,deutsche Küche und es ist Spargelzeit
11,McDonalds Berlin-Alt Mahlsdorf,Alt-Mahlsdorf 59,Marzahn-Hellersdorf,52.5043337,13.6234395,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,True,['burger'],Moderate,1055,3.2,Burger / Pommes/ Shake und mehr
116,"Griechisches Restaurant ""PATHOS""",Hultschiner Damm 82,Marzahn-Hellersdorf,52.4824601,13.6018253,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['griechisch'],Moderate,316,4.6,Griechische Küche und Getränke
1021,Ristorante Rossini,Hultschiner Damm 238,Marzahn-Hellersdorf,52.49557729999999,13.6114209,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,True,[],Moderate,612,4.2,A la Carte
1022,Ristorante Rossini,Köpenicker Straße 25,Marzahn-Hellersdorf,52.4877967,13.5608288,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,True,[],Moderate,409,4.2,A la carte
1023,Ristorante Rossini,Köpenicker Straße 181,Marzahn-Hellersdorf,52.4877967,13.5608288,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,True,[],Moderate,409,4.2,A la carte
247,L'Osteria Mahlsdorf,Alt-Mahlsdorf 88,Marzahn-Hellersdorf,52.50364219999999,13.622098,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,True,['pizza'],Moderate,2525,4.2,Pizza
181,Subway im Eastgate,Marzahner Promenade 1a,Marzahn-Hellersdorf,52.5436813,13.5448268,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",False,True,['salat'],Moderate,392,4.2,"Lecker Sandwiches, Salate und Wraps individuell für Dich zubereitet."
60,Partyservice A. rohde GmbH,Allee der Kosmonauten 33 f,Marzahn-Hellersdorf,52.5259328,13.5299642,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Unknown,97,4.7,"Essen außer Haus, Buffets"
1117,Cafeteria Uwe Gläser,Coswiger Straße 5,Marzahn-Hellersdorf,52.5288753,13.5307413,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",False,False,['vegetarisch'],Moderate,39,4.1,"Frühstück ,Mittagstisch, Vegetarische Gerichte"
64,Lemongarden,Alt-Biesdorf 11,Marzahn-Hellersdorf,52.5091937,13.5494793,"['food', 'point_of_interest', 'establishment']",True,False,"['suppe', 'salat', 'kuchen']",Unknown,8,4.0,"Brötchenplatten, Fingerfood, Wraps, Suppen, Currys, Eintöpfe, Salate, Desserts, Kuchen, Obst"
316,Steakhaus Marzahn,Mehrower Allee 52,Marzahn-Hellersdorf,52.5558341,13.5668633,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,1208,4.6,Premium Beef
522,KHOSCHK Oriental Nutrition UG,Hellersdorfer weg 35,Marzahn-Hellersdorf,52.5628904,13.5552478,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",True,False,[],Unknown,43,5.0,Trockneten Früchte und Nüssen
216,Gaststätte Barnimquell,Zingster Straße 23,Lichtenberg,52.5670189,13.4995607,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['deutsch'],Inexpensive,730,4.5,Deutsche Küche
1179,Feurichs Wirtshaus Malchow,Dorfstraße 11,Lichtenberg,52.5775147,13.4835479,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['deutsch'],Moderate,340,4.4,Deutsche Küche .Spargelkarte
666,Gasthaus Rustikal,Liebenwalder Straße 31,Lichtenberg,52.5377365,13.4990252,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['deutsch'],Moderate,564,4.3,Deutsche Küche
1138,Fräulein Kimchi,Gürtelstraße 10,Pankow,52.5453476,13.4524699,"['food', 'point_of_interest', 'establishment']",True,False,['koreanisch'],Unknown,35,4.4,hausgemachtes Koreanisches und Amerikanisches Essen und Kimchi
92,Partyservice-Otte GmbH,Berliner Allee 261,Pankow,52.56151999999999,13.46736,"['food', 'point_of_interest', 'establishment']",True,False,['suppe'],Unknown,18,4.8,"Kalte Platten, Suppen,bel.Brötchen,Schnitzel"
190,BioRestaurant Mandelbaum,Smetanastraße 9,Pankow,52.54908880000001,13.4591476,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['deutsch', 'international']",Moderate,375,4.4,"Im stilvoll-geradlinigen Lokal mit Terrasse bieten wir Ihnen vom Frühstück bis hin zum Abendessen eine ausgewogene, moderne und frische Bio-Küche. Ob deutsche oder internationale Speisen, höchste Qualität und Frische der eingesetzten Bio-Waren und größte Sorgfalt bei der Verarbeitung stehen für uns immer im Mittelpunkt."
1183,Yellow Pizza,Bizetstraße 129,Pankow,52.55016,13.4638807,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['pizza'],Unknown,59,3.3,"Pizza, Nudeln, Fingerfood, Salad"
43,Herr von Marusin,Alt-Buch 59,Pankow,52.6366096,13.502899,"['food', 'point_of_interest', 'establishment']",True,False,['kuchen'],Unknown,16,4.7,"Kuchen, Tartes und Quiches"
1184,Das märchenhafte Ribhouse,Alt Karow 35,Pankow,52.61512909999999,13.4846999,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['burger'],Moderate,692,4.2,"Rippchen , Burger , Schnitzel"
90,India Haus,König Straße 14a,Steglitz-Zehlendorf,52.41976649999999,13.1595075,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['indisch'],Unknown,369,4.5,Indische Spezialitäten
260,Palast Bistro,Schweizer Tal 48,Pankow,52.60738,13.42091,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['döner'],Inexpensive,161,4.3,Döner
39,auszeit,Hermann-Hesse-Straße 15,Pankow,52.5802437,13.4010095,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",True,False,"['burger', 'pasta']",Moderate,917,4.3,Hausgemachte Burger und Hausgemachte Pasta
653,Café Sommerlust,Tschaikowski Straße 1,Pankow,52.57838,13.4056801,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",False,False,[],Moderate,166,4.5,Freiluftcafé im Schlossgarten Schönhausen
491,Let‘s Burger,Hermann-Hesse-Straße 6,Pankow,52.5802437,13.4010095,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",False,False,['burger'],Moderate,917,4.3,Neuland Burger
226,"Restaurant ""Zum Torhaus""",Nordendstraße 46,Pankow,52.5884629,13.3872722,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Inexpensive,152,4.5,"Bürgerliche Küche ,Hausmannkost"
1097,Gegessen wird immer,Hertzstraße 71,Berlin,52.5864213,13.3546087,"['food', 'point_of_interest', 'store', 'establishment']",True,False,[],Unknown,4,4.0,Bio-Lebensmittel Lieferdienst
24,Café Steckenpferd,Hauptstraße 35,Pankow,52.6192472,13.3935719,"['cafe', 'food', 'point_of_interest', 'establishment']",False,False,"['kaffee', 'kuchen', 'suppe']",Moderate,116,4.4,"außer Haus Verkauf von Kaffee, Kuchen, Wraps, Belegten Brötchen und Suppen"
264,FRANZ Kuchen und Speisen,Florastraße 25,Pankow,52.56540200000001,13.403274,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",False,False,"['deutsch', 'vegetarisch', 'vegan']",Moderate,79,4.4,"Klassiker der Deutschen Küche, vegetarisch, vegan, mediterran. Alles frisch und hausgemacht!"
95,Cafe Schön & Gut,Neue Schönholzer Straße 2,Pankow,52.56873,13.4014,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",True,False,"['suppe', 'kuchen']",Unknown,93,4.6,"Hausgemachte Nudeln, Quiche, Suppe, Kuchen, Wein & Getränkehandel"
470,Café Genüsslich,Heynstraße 33,Pankow,52.56539850000001,13.4028214,"['cafe', 'food', 'point_of_interest', 'establishment']",False,False,"['kuchen', 'suppe']",Unknown,45,4.7,"Hausgemachte Kuchen und Torten, Zimtschnecken und Tagessuppe"
245,Athena Roma,Jenny-Lind-Straße 7,Pankow,52.5610029,13.4237602,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['griechisch', 'italienisch']",Moderate,328,4.2,Griechisches und Italienisches Restaurant
280,Pizzeria Allegro,Reinickendorfer Straße 8,Mitte,52.54136,13.3703699,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['pizza', 'pasta', 'salat']",Unknown,55,3.9,Pizza Pasta Fleisch Salat
306,Restaurant Schraders,Malplaquetstraße 16b,Mitte,52.551679,13.358223,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['burger', 'pizza', 'international']",Moderate,1060,4.0,"Soulfood, Burger, Pizza, internationale Küche, Getränke und Cocktails"
232,Herr Ribisel Catering GmbH,Schulstraße 24,Mitte,52.549362,13.3643012,"['food', 'point_of_interest', 'establishment']",True,False,[],Unknown,10,5.0,"Catering, Fingerfood, Buffets"
254,Louis Alfons- Premium Burger&Veggie Grill,Gerichtstraße 60,Mitte,52.5442931,13.3712241,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['burger', 'salat']",Moderate,478,4.5,"Burger, Salate, Grilled Veggies"
85,Zagreb-Grill,Nachtigalplatz 25,Mitte,52.5573033,13.3339669,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Moderate,199,3.8,Kroatische Küche
267,Shikgoo,Tegeler Straße 25,Mitte,52.542699,13.356992,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['koreanisch'],Moderate,280,4.3,Koreanische Küche
1146,12 Cafe & Bar,Sprengelstraße 12,Mitte,52.5421277,13.3556293,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Unknown,115,4.7,"Taco,  burritos, patatas bravas,  etc"
58,SaLuCa,Seestraße 13,Mitte,52.5453032,13.3435832,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,"['burger', 'pizza']",Unknown,1,4.0,"Lateinamerikanisch, Hamburger, Pizza, Schnitzel"
1155,IL PAESE,DEMMINERSTRASSE 13,Mitte,52.54206339999999,13.3977807,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['pizza', 'pasta']",Inexpensive,117,4.4,pizza- pasta
7,Çi?köftem,Badstraße 4,Mitte,52.5532638,13.3786216,"['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",False,False,[],Inexpensive,48,4.6,"Cigköfte,içli köfte,falafel"
980,Shalimar Restaurant,Bellermannstraße.17,Mitte,52.5522637,13.3877331,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['indisch'],Inexpensive,425,4.4,Pakistanische und Indische Spezialitäten
305,Cafe La Femme,Badstraße 67,Mitte,52.5500919,13.3851752,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Moderate,696,3.9,"hausgemachte Torten, Frühstück, hausgemachte Backwaren,"
580,AKKO Chicken & Grilled,Badstraße 21,Mitte,52.5519694,13.3828353,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['arabisch'],Unknown,164,4.4,Arabische Restaurant mit Chicken & Grilled
27,Kakadu,Soldiner Straße 13,Mitte,52.5578434,13.3902476,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['kuchen'],Moderate,225,4.6,"Quesadillas mit verschiedenen Füllungen, Hummus mit leckeren Beilagen, Toasties, hausgemachte Kuchen, Cookies und kreatives Frühstück"
1136,American Burger,Prinzenallee 37,Mitte,52.5583324,13.3862959,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['burger'],Unknown,54,2.2,"Burger, Nudelgerichte, Pizzen, Familienmenüs,"
44,John Catering,Eichborndamm 111,Reinickendorf,52.57912,13.31617,"['food', 'point_of_interest', 'establishment']",True,False,"['vegetarisch', 'vegan']",Unknown,11,4.5,"Bunte culinarische Auswahl, auch vegetarisch und vegan, Osterangebot !!!!"
106,Restaurant PAPADAM,Scharnweberstraße 6 - 7,Reinickendorf,52.5625967,13.3309478,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['indisch'],Moderate,1385,4.6,Indische Spezialitäten
186,"Croatia Grill ""Zum Ritter""",Ritterlandweg 5,Reinickendorf,52.56081,13.36956,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,[],Inexpensive,525,4.6,Kroatische Speisen
300,"Restaurant ""Zum Pferdestall""",Pankower Allee 5,Reinickendorf,52.5640626,13.3653435,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['international'],Moderate,542,4.3,Kroatische und Internationale Spezialitäten
731,Taverna Hellas Ariston,Markstraße 20,Reinickendorf,52.5582153,13.3657262,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['griechisch'],Moderate,506,4.1,Griechische Mediterrane Küche
1103,Restaurant la Mardini,Pankower Allee 91,Reinickendorf,52.5649018,13.3770937,"['restaurant', 'meal_delivery', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",True,False,"['pizza', 'pasta']",Unknown,12,4.2,"Pizza, Pasta, Schnitzel, Buletten, Gulasch"
207,Ristorante Capitano,Eichhorster Weg 9,Reinickendorf,52.59720319999999,13.3460677,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['italienisch'],Moderate,238,4.6,italienische Küche
373,Restaurant Aanjal,Oranienburger Straße 92,Reinickendorf,52.5966608,13.3330698,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['indisch'],Moderate,778,4.6,Indisches Spezialitäten Restaurant
642,Trattoria Isola Verde,Gorkistraße 206,Reinickendorf,52.5931125,13.3129149,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,"['italienisch', 'pizza', 'pasta']",Moderate,364,4.6,"Italienische Küsche, Pizza, Pasta(Nudeln), Hausgemachte Nudeln, Ischitanische Küche, Familien Betrieb."
1105,Taverna Orakel,Dannenwalder Weg 70,Reinickendorf,52.5911293,13.3464126,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",True,False,['griechisch'],Moderate,320,4.4,"GRIECHISCHE MEDITERRANE KÜCHE Seien Sie gewiss, wir werden Sie verwöhnen und bemüht sein, all Ihre Wünsche zu Ihrer vollsten Zufriedenheit zu erfüllen. Unsere Spezialitäten werden mit besonderer Liebe und Sorgfalt zubereitet, wie es der Tradition griechischer Kochkunst entspricht"
536,Foodwerkstatt,Ludolfingerplatz 6,Reinickendorf,52.6328879,13.2870991,"['restaurant', 'food', 'point_of_interest', 'establishment']",False,False,['burger'],Moderate,88,4.7,"Bei uns gibt es Burger, Currywurst, Pommes und auch Süßfritten. Einfach anrufen, bestellen und abholen oder aber gerne auch spontan vorbeikommen und mitnehmen. Wir freuen uns auf Euch!"
629,Ristorante Landhaus am Poloplatz,Am Poloplatz 9,Reinickendorf,52.64508719999999,13.2882396,"['restaurant', 'food', 'point_of_interest', 'establishment']",True,False,[],Expensive,185,4.4,"Kalte und warme Vorspeisen,  Hauptgerichte, Desserts"
1114,Kaffeehaus Zeltinger,Zeltinger Platz 1a,Reinickendorf,52.6333824,13.2897475,"['cafe', 'food', 'point_of_interest', 'establishment']",True,False,"['kuchen', 'salat']",Moderate,746,4.5,"Frühstück, Kuchen, Mittagskarte, Salate"
